AuthorId_recipe,RecipeId_encoded,AggregatedRating,TotalTimeMinutes
41531,3488,5.0,550.0
1813609,12898,5.0,7.0
1485741,12330,4.5,30.0
602609,10591,4.5,260.0
395736,8079,5.0,28.0
8688,2859,5.0,495.0
508949,9640,5.0,25.0
341170,7542,5.0,20.0
67103,2697,4.5,40.0
88099,6068,5.0,11.0
205983,5857,5.0,40.0
1363533,12911,5.0,1440.0
134663,5662,5.0,75.0
80353,3192,5.0,27.0
251917,10045,5.0,55.0
166642,8790,4.5,30.0
8688,1780,5.0,26.0
287805,6858,5.0,45.0
459426,10448,5.0,40.0
54243,13026,5.0,10.0
48263,3470,4.5,50.0
128473,13143,5.0,15.0
129836,6973,4.0,95.0
138861,4045,5.0,5.0
1058797,13295,4.5,195.0
191220,6464,5.0,10.0
41531,3488,5.0,550.0
1986,156,5.0,275.0
1535,4818,5.0,25.0
63858,6494,5.0,35.0
55221,7294,5.0,55.0
37305,1260,5.0,75.0
6357,243,5.0,75.0
602448,10680,5.0,35.0
384041,8449,5.0,15.0
25792,6311,5.0,60.0
18660,1177,5.0,50.0
437587,8324,5.0,195.0
57846,4414,5.0,200.0
15718,903,5.0,70.0
82367,3197,5.0,20.0
8688,2859,5.0,495.0
73836,6305,5.0,160.0
183964,7030,5.0,80.0
1375473,12693,5.0,25.0
8688,2859,5.0,495.0
459426,10448,5.0,40.0
192957,6708,5.0,70.0
68526,9816,5.0,265.0
89831,11128,5.0,5.0
10113,2334,5.0,185.0
166019,6413,5.0,25.0
36187,5762,5.0,32.0
166642,11472,5.0,52.0
278218,8212,5.0,35.0
66702,4271,4.5,65.0
52543,3862,5.0,4.0
37636,1434,5.0,20.0
240552,8319,5.0,65.0
8688,2859,5.0,495.0
13483,3117,5.0,30.0
89831,4300,5.0,5.0
74652,5090,5.0,55.0
9869,247,5.0,25.0
166642,8532,5.0,55.0
329618,7500,5.0,30.0
789508,13287,4.5,20.0
46545,1681,5.0,40.0
115525,4279,5.0,80.0
182358,5943,5.0,17.0
24934,613,5.0,182.0
47510,9,5.0,55.0
121113,6470,5.0,30.0
37463,2992,5.0,12.0
96641,7628,5.0,50.0
24386,2528,5.0,30.0
8688,2859,5.0,495.0
215765,6579,5.0,60.0
24934,613,5.0,182.0
38532,1237,5.0,22.0
1604,4,5.0,85.0
8688,2859,5.0,495.0
89831,11128,5.0,5.0
24934,612,5.0,60.0
8688,2859,5.0,495.0
25467,657,5.0,482.0
1205202,12287,5.0,30.0
147095,12629,5.0,60.0
89831,3783,5.0,205.0
73851,5433,5.0,27.0
24934,613,5.0,182.0
8688,2859,5.0,495.0
166642,8247,5.0,17.0
27643,1033,5.0,15.0
21752,469,5.0,15.0
24934,613,5.0,182.0
55536,13006,4.5,60.0
366730,7872,5.0,15.0
24934,613,5.0,182.0
234491,6110,5.0,6.0
8688,2859,5.0,495.0
29229,1199,5.0,120.0
24934,613,5.0,182.0
67103,2697,4.5,40.0
24934,613,5.0,182.0
334301,8417,5.0,30.0
24934,613,5.0,182.0
145352,9786,4.5,150.0
37593,1450,5.0,30.0
293971,8834,4.5,45.0
101823,7262,4.5,30.0
1762,67,5.0,70.0
305531,7662,5.0,20.0
166642,8247,5.0,17.0
8688,2859,5.0,495.0
3288,1274,5.0,30.0
6258,938,5.0,605.0
8688,2859,5.0,495.0
34146,4174,5.0,230.0
24934,613,5.0,182.0
67243,7091,4.5,10.0
8688,2859,5.0,495.0
29196,8043,5.0,90.0
226863,13045,5.0,10.0
14386,1714,5.0,17.0
254614,7095,4.0,25.0
41531,3488,5.0,550.0
945395,12617,5.0,55.0
44593,2834,5.0,60.0
24934,613,5.0,182.0
24934,613,5.0,182.0
24934,613,5.0,182.0
24934,613,5.0,182.0
82994,3676,5.0,140.0
546010,12233,4.5,260.0
198962,7208,5.0,70.0
538098,9975,4.5,35.0
1986,156,5.0,275.0
798774,10310,5.0,24.0
196059,5441,5.0,80.0
27783,909,5.0,380.0
41531,3488,5.0,550.0
44684,1823,5.0,160.0
6258,3223,5.0,40.0
24934,613,5.0,182.0
369363,7918,4.0,50.0
618653,10400,5.0,75.0
58104,2317,5.0,35.0
242729,9015,4.5,20.0
24934,613,5.0,182.0
1136781,13310,5.0,110.0
28201,2163,5.0,95.0
1762,67,5.0,70.0
175574,12370,4.5,362.0
55536,13006,4.5,60.0
233464,6065,4.0,15.0
71324,5431,5.0,20.0
423076,8990,5.0,55.0
32143,10261,4.5,15.0
334301,8417,5.0,30.0
104600,5765,5.0,60.0
49414,9385,5.0,100.0
1525071,12680,5.0,65.0
8688,2859,5.0,495.0
34028,3398,4.5,60.0
41531,3488,5.0,550.0
579911,12170,5.0,15.0
1634,129,5.0,20.0
41531,3488,5.0,550.0
47907,5519,5.0,45.0
59570,4166,5.0,10.0
129177,5145,5.0,195.0
10404,267,5.0,70.0
538098,9975,4.5,35.0
289319,7883,5.0,25.0
461724,10186,5.0,15.0
1634,129,5.0,20.0
25792,6311,5.0,60.0
9869,5019,5.0,25.0
149363,6064,5.0,109.0
47907,5519,5.0,45.0
1677099,13390,4.5,11.0
383346,12501,4.5,45.0
24934,613,5.0,182.0
24386,3157,5.0,40.0
351811,11857,4.5,20.0
282678,7243,5.0,45.0
8688,2859,5.0,495.0
642765,11288,4.5,6.0
345731,9347,4.0,15.0
37779,1635,5.0,60.0
24386,3910,4.5,200.0
162304,9984,5.0,30.0
24934,613,5.0,182.0
65502,13148,5.0,5.0
344069,7624,5.0,190.0
37449,8142,5.0,5.0
8688,2859,5.0,495.0
380039,7931,5.0,225.0
174854,5643,5.0,90.0
129177,5145,5.0,195.0
50509,6006,5.0,1110.0
24934,613,5.0,182.0
52282,2360,5.0,10.0
217482,6515,5.0,95.0
123220,4092,5.0,60.0
240552,9008,5.0,40.0
546010,12233,4.5,260.0
459426,10448,5.0,40.0
2549237,13368,5.0,48.0
424680,10537,5.0,45.0
1530,5,5.0,50.0
8688,2859,5.0,495.0
27416,3857,5.0,240.0
38532,2587,5.0,105.0
27643,1001,5.0,60.0
37779,4628,5.0,80.0
425973,8226,5.0,80.0
64667,9126,5.0,90.0
135363,4398,5.0,55.0
305591,10886,5.0,30.0
41531,3488,5.0,550.0
25792,6311,5.0,60.0
407812,8849,4.5,40.0
1762,67,5.0,70.0
425803,8207,5.0,85.0
241626,6367,4.5,5.0
537937,10011,5.0,45.0
24934,613,5.0,182.0
131659,5180,5.0,100.0
31611,1794,5.0,37.0
3288,2765,5.0,80.0
24934,613,5.0,182.0
158481,5745,5.0,127.0
46318,1696,5.0,50.0
88099,3301,5.0,40.0
439066,9066,5.0,87.0
23955,2273,5.0,15.0
565374,13371,4.5,30.0
6207,197,5.0,40.0
31695,1841,4.5,55.0
1379021,12627,5.0,20.0
27678,940,5.0,40.0
204199,5980,4.5,20.0
8688,753,5.0,20.0
224170,11116,5.0,8.0
24934,612,5.0,60.0
478599,8747,5.0,430.0
89831,7067,5.0,15.0
6651,1122,4.5,150.0
89831,9947,5.0,85.0
6207,197,5.0,40.0
65056,4701,5.0,25.0
723867,10017,4.5,45.0
24670,2699,5.0,80.0
1293607,11758,5.0,15.0
141293,5062,5.0,135.0
7108,2020,5.0,20.0
89831,4281,5.0,105.0
2310,2749,4.5,190.0
207176,7215,4.5,50.0
24934,613,5.0,182.0
34206,2468,5.0,40.0
125853,4567,5.0,45.0
100800,4784,5.0,3.0
251917,10034,5.0,245.0
76074,4845,5.0,50.0
28201,1320,5.0,545.0
5060,533,5.0,615.0
92641,4943,5.0,25.0
82367,3197,5.0,20.0
159805,4736,5.0,25.0
55221,5971,5.0,45.0
30534,1941,5.0,25.0
41409,10134,5.0,30.0
15718,1005,5.0,90.0
91326,9757,5.0,65.0
242161,8102,5.0,30.0
89435,3528,5.0,115.0
15718,4011,5.0,45.0
41531,3488,5.0,550.0
49304,4128,5.0,30.0
240552,8993,5.0,40.0
25466,581,5.0,80.0
65308,3090,5.0,85.0
1535,9130,5.0,15.0
1762,67,5.0,70.0
254405,6425,4.5,40.0
43508,1555,5.0,15.0
111075,4297,5.0,80.0
242729,10209,5.0,255.0
292979,10912,5.0,30.0
269521,6690,5.0,40.0
1397030,11993,5.0,25.0
143721,10391,5.0,30.0
720912,12539,5.0,255.0
27678,2412,5.0,30.0
37636,1921,5.0,28.0
180090,7587,5.0,15.0
87236,175,5.0,25.0
251917,6795,5.0,1800.0
89831,9947,5.0,85.0
25483,830,4.5,45.0
30534,1941,5.0,25.0
37779,4628,5.0,80.0
874299,10635,5.0,40.0
163986,8136,5.0,65.0
35193,2262,5.0,270.0
180567,5167,5.0,75.0
68357,2705,5.0,75.0
8688,1134,5.0,50.0
1762,67,5.0,70.0
24386,7130,5.0,95.0
27678,2303,4.5,5.0
490870,9492,4.5,30.0
118840,12430,5.0,85.0
91326,9757,5.0,65.0
175574,12370,4.5,362.0
610559,12710,4.5,93.0
37449,11892,5.0,70.0
49304,2278,5.0,50.0
225837,7675,5.0,60.0
15851,1339,4.5,25.0
20371,3627,5.0,65.0
383346,12725,5.0,30.0
723867,10017,4.5,45.0
95810,9314,4.5,70.0
482376,11496,5.0,30.0
174121,5051,4.5,35.0
69838,2833,5.0,30.0
47907,5985,4.0,35.0
68357,3201,5.0,10.0
427781,8238,4.5,30.0
240552,9651,5.0,20.0
291887,7071,5.0,75.0
25983,890,5.0,50.0
540117,9335,5.0,150.0
1549,66,5.0,1.0
89831,4097,5.0,25.0
137302,10978,5.0,75.0
184107,12555,5.0,40.0
242161,6912,4.5,60.0
24934,613,5.0,182.0
182358,5943,5.0,17.0
642765,11417,5.0,5.0
58104,3203,5.0,50.0
1314403,11844,5.0,19.0
166642,8563,5.0,60.0
65502,12434,5.0,15.0
134663,5658,5.0,15.0
89831,4300,5.0,5.0
111075,4297,5.0,80.0
8688,2758,5.0,10.0
60575,4131,5.0,75.0
18615,1164,4.0,26.0
62043,4317,5.0,7.0
5060,10771,5.0,195.0
35526,5079,4.5,25.0
1555,37,5.0,50.0
291887,7071,5.0,75.0
7108,2020,5.0,20.0
38532,1237,5.0,22.0
1325545,12043,4.0,30.0
74281,12589,5.0,25.0
768052,12063,5.0,55.0
382898,11032,4.5,100.0
45681,2698,5.0,50.0
584814,10078,5.0,25.0
58950,2225,5.0,10.0
45524,2652,5.0,30.0
482933,9498,5.0,65.0
346860,8946,5.0,13.0
584814,10078,5.0,25.0
57042,13241,5.0,75.0
18742,3923,5.0,75.0
70702,2706,5.0,70.0
85776,8954,5.0,25.0
1445414,12664,4.5,10.0
28846,887,5.0,25.0
1058797,13295,4.5,195.0
225426,11397,4.5,18.0
82367,3345,5.0,75.0
156653,5093,5.0,50.0
199848,5544,4.5,16.0
181063,6887,5.0,50.0
34146,4174,5.0,230.0
584814,10078,5.0,25.0
89831,11414,5.0,175.0
27416,3944,5.0,55.0
186371,5449,5.0,90.0
318262,13097,5.0,40.0
37779,1538,5.0,49.0
57846,4415,5.0,200.0
720912,10738,3.5,80.0
325222,9641,5.0,35.0
331521,7650,5.0,135.0
36128,7830,5.0,20.0
15718,724,5.0,80.0
129958,4585,5.0,35.0
38418,4374,5.0,30.0
1461806,12129,4.5,45.0
1634,129,5.0,20.0
221488,7015,5.0,90.0
162888,6268,5.0,75.0
621626,9601,5.0,10.0
101604,3616,5.0,63.0
25483,776,4.5,30.0
240552,9599,5.0,30.0
1470708,12154,5.0,25.0
2310,2749,4.5,190.0
59099,2242,5.0,390.0
1762,67,5.0,70.0
177443,6855,5.0,10.0
356062,9097,5.0,18.0
1755,35,5.0,30.0
59532,2972,4.5,25.0
180567,5167,5.0,75.0
45698,1770,5.0,25.0
82367,3197,5.0,20.0
47907,9540,5.0,55.0
125640,5292,5.0,70.0
95044,5036,5.0,30.0
457852,9260,4.5,140.0
679953,11061,5.0,60.0
67656,6040,5.0,50.0
83961,4676,4.5,305.0
63128,2937,5.0,120.0
185926,10714,4.5,35.0
125356,8748,5.0,30.0
47907,10327,5.0,10.0
29655,8902,5.0,45.0
1728,134,5.0,60.0
459426,10448,5.0,40.0
1762,67,5.0,70.0
31129,4489,5.0,45.0
1105991,11481,5.0,25.0
82616,7433,4.5,45.0
133174,4727,5.0,40.0
1762,67,5.0,70.0
207478,6170,4.5,35.0
10404,377,5.0,325.0
7798,596,5.0,20.0
234588,10200,5.0,135.0
58278,2267,5.0,35.0
24386,4478,5.0,45.0
37636,4592,5.0,540.0
946943,11800,5.0,30.0
37636,1914,5.0,5.0
29229,1199,5.0,120.0
82367,3197,5.0,20.0
27643,824,5.0,23.0
1236155,11999,5.0,50.0
780172,10363,5.0,25.0
37779,1538,5.0,49.0
157425,9777,5.0,25.0
1762,67,5.0,70.0
1846261,12754,3.5,28.0
8728,291,5.0,90.0
182171,5124,5.0,55.0
663655,9732,5.0,15.0
89831,6554,5.0,40.0
3288,1274,5.0,30.0
87236,4706,4.5,5.0
87177,3330,4.5,20.0
92385,4471,4.5,45.0
20114,9084,5.0,45.0
89831,8327,5.0,55.0
526614,13044,5.0,24.0
156653,4648,5.0,25.0
880336,10659,5.0,80.0
24386,3681,5.0,10.0
1534,45,5.0,70.0
39547,9087,5.0,80.0
1315580,11815,5.0,25.0
68357,2704,5.0,50.0
24386,7206,5.0,80.0
286266,6876,4.5,40.0
336328,7750,5.0,15.0
166642,8247,5.0,17.0
177933,9715,5.0,30.0
17803,968,4.5,35.0
23302,1243,5.0,30.0
68531,2603,5.0,75.0
124449,4810,5.0,60.0
129217,4932,5.0,45.0
111075,4297,5.0,80.0
805925,10349,5.0,30.0
175574,12370,4.5,362.0
254061,7123,5.0,45.0
303446,10520,5.0,210.0
138435,11497,5.0,25.0
24670,2699,5.0,80.0
16459,328,5.0,35.0
485109,11651,5.0,50.0
582561,12457,5.0,30.0
185558,5322,5.0,50.0
170423,4952,4.5,90.0
24386,3465,5.0,80.0
44684,1823,5.0,160.0
25455,1036,5.0,80.0
136997,12925,4.5,55.0
198945,6600,5.0,30.0
35893,1060,5.0,25.0
98919,3456,5.0,70.0
58104,4766,5.0,40.0
402057,8063,5.0,55.0
133174,2753,4.5,30.0
1140615,12962,5.0,35.0
331521,7410,5.0,30.0
68884,5272,4.5,55.0
171790,12817,5.0,15.0
453216,13187,5.0,30.0
241626,6330,5.0,30.0
37449,2397,5.0,65.0
37449,8968,5.0,40.0
541994,9141,5.0,50.0
1534,109,4.5,32.0
385678,10355,5.0,30.0
57846,4414,5.0,200.0
1762,67,5.0,70.0
163986,4976,4.5,75.0
86764,8031,5.0,25.0
679953,10975,5.0,375.0
1807634,12723,4.5,75.0
211329,5775,4.5,10.0
454328,8693,5.0,10.0
58104,6567,5.0,11.0
865936,12528,5.0,50.0
166642,8247,5.0,17.0
55221,5971,5.0,45.0
131126,7235,5.0,25.0
56680,5179,5.0,8.0
98919,3456,5.0,70.0
1762,67,5.0,70.0
449282,8401,4.5,185.0
465911,8905,5.0,35.0
5060,1969,5.0,40.0
154044,4601,5.0,140.0
47559,10561,5.0,46.0
36128,1624,5.0,35.0
6258,1373,5.0,45.0
64682,2724,5.0,65.0
89831,8179,5.0,10.0
23333,900,5.0,55.0
1534,122,5.0,9.0
24386,3029,4.5,30.0
723867,10017,4.5,45.0
590105,10729,5.0,5.0
425677,10377,5.0,10.0
228599,5959,5.0,45.0
169969,6479,4.5,60.0
731027,13439,5.0,30.0
160974,6857,5.0,15.0
145352,8214,5.0,40.0
1263985,11784,4.5,30.0
4470,4593,5.0,10.0
21752,698,5.0,610.0
628076,12732,5.0,20.0
2818002,13298,4.0,30.0
41706,10784,5.0,10.0
321172,13406,5.0,65.0
212609,11272,5.0,25.0
8688,2859,5.0,495.0
425973,8226,5.0,80.0
7308,393,4.5,50.0
52543,3862,5.0,4.0
465829,11163,5.0,85.0
21641,447,5.0,50.0
106867,11231,5.0,365.0
1248758,11595,4.0,70.0
171790,11067,5.0,4.0
82367,4262,5.0,25.0
2405519,13264,5.0,25.0
1762,67,5.0,70.0
67103,2697,4.5,40.0
30534,1941,5.0,25.0
282598,8259,5.0,50.0
196059,5441,5.0,80.0
19799,905,5.0,30.0
28455,873,5.0,50.0
56353,2120,5.0,85.0
27416,3857,5.0,240.0
350938,12451,5.0,12.0
30503,7652,5.0,25.0
1533,1045,5.0,32.0
145352,6868,5.0,185.0
19799,905,5.0,30.0
182809,5700,5.0,30.0
55017,2009,5.0,5.0
17803,1954,5.0,16.0
582561,12324,4.0,30.0
206191,5570,5.0,10.0
182358,5943,5.0,17.0
2595,386,5.0,90.0
335149,7460,4.0,40.0
1555,37,5.0,50.0
17803,7550,5.0,30.0
27643,824,5.0,23.0
1058797,13295,4.5,195.0
24386,3157,5.0,40.0
583349,12248,5.0,60.0
27643,2085,4.5,42.0
60533,2404,5.0,50.0
41531,3488,5.0,550.0
215107,7027,5.0,70.0
2464021,13292,5.0,15.0
29196,942,5.0,130.0
510313,10208,5.0,4.0
358836,7801,5.0,35.0
21641,447,5.0,50.0
232480,12736,5.0,490.0
24386,3029,4.5,30.0
43642,5507,5.0,50.0
459426,10448,5.0,40.0
206191,5570,5.0,10.0
166475,5278,5.0,105.0
102937,4076,5.0,75.0
20371,682,5.0,5.0
350938,12372,5.0,65.0
904483,11483,5.0,40.0
24934,613,5.0,182.0
496803,12935,5.0,20.0
74652,5090,5.0,55.0
9690,230,5.0,60.0
1634,129,5.0,20.0
8688,161,5.0,60.0
256143,13352,4.5,90.0
210188,6556,4.5,55.0
189643,5474,5.0,25.0
957880,11572,5.0,180.0
142380,7916,5.0,10.0
1634,129,5.0,20.0
60694,4039,5.0,25.0
141293,8544,5.0,30.0
6411,212,5.0,325.0
1136781,13429,5.0,50.0
599450,11158,5.0,5.0
1634,129,5.0,20.0
141293,5062,5.0,135.0
64667,9126,5.0,90.0
60716,12404,3.0,20.0
115525,4209,4.5,38.0
778632,10314,4.5,125.0
531272,9080,5.0,35.0
28201,1726,5.0,150.0
68357,3201,5.0,10.0
38260,1415,5.0,980.0
37950,1326,5.0,35.0
10404,725,5.0,25.0
27643,1680,5.0,55.0
30740,1688,5.0,65.0
10404,384,5.0,52.0
21486,444,5.0,15.0
299583,6976,4.5,25.0
219942,7247,5.0,80.0
20477,3100,4.5,32.0
386585,12252,4.5,155.0
209747,6758,5.0,30.0
35193,1647,5.0,25.0
27643,824,5.0,23.0
37950,1427,5.0,17.0
24386,7130,5.0,95.0
1634,129,5.0,20.0
53152,1896,5.0,60.0
105346,3595,5.0,180.0
184986,9731,4.5,100.0
189393,5827,5.0,2.0
89831,6888,4.5,16.0
89831,9545,4.5,65.0
66983,4018,5.0,435.0
124931,4055,5.0,50.0
237009,8831,4.0,35.0
23302,1243,5.0,30.0
24386,3029,4.5,30.0
28201,1726,5.0,150.0
20371,546,5.0,65.0
103876,4751,5.0,25.0
2586,6140,5.0,70.0
1555,37,5.0,50.0
780172,12483,4.5,60.0
24386,3157,5.0,40.0
1762,67,5.0,70.0
2310,7462,5.0,50.0
1535,4401,5.0,120.0
233464,6065,4.0,15.0
434380,8316,4.5,30.0
242729,7831,4.5,405.0
42367,3382,5.0,35.0
108488,13023,4.5,33.0
1634,129,5.0,20.0
89831,3883,5.0,10.0
60901,2312,5.0,5.0
45793,1594,5.0,55.0
89831,7005,5.0,35.0
713116,10041,4.5,30.0
1634,129,5.0,20.0
38532,2507,5.0,33.0
89831,7005,5.0,35.0
50969,9529,5.0,25.0
167849,13440,5.0,35.0
136645,5265,5.0,200.0
26512,1282,5.0,35.0
723867,10017,4.5,45.0
98919,3456,5.0,70.0
330157,9748,5.0,10.0
134663,4657,5.0,35.0
174090,5241,5.0,50.0
51538,2449,4.0,31.0
1058736,11323,5.0,55.0
126716,4357,5.0,215.0
80353,3192,5.0,27.0
195969,5868,5.0,10.0
24386,4768,5.0,40.0
133174,7171,5.0,40.0
58279,8361,4.0,60.0
527607,10615,5.0,5.0
37305,1170,5.0,65.0
113941,4783,5.0,70.0
194886,9199,4.5,380.0
43121,1718,5.0,133.0
129217,4334,4.5,35.0
61293,2335,5.0,25.0
52595,10745,5.0,200.0
335149,7460,4.0,40.0
292789,8491,4.5,60.0
18660,3715,4.0,30.0
752454,11454,4.5,155.0
28087,12828,5.0,40.0
114370,4333,5.0,15.0
159559,4719,5.0,70.0
778632,10314,4.5,125.0
21399,2556,5.0,250.0
1677099,13266,5.0,30.0
28636,11836,4.0,40.0
318262,13210,3.5,50.0
392215,10496,5.0,180.0
8688,1780,5.0,26.0
3288,2431,4.5,60.0
23746,527,4.5,60.0
4470,353,4.5,25.0
111342,8282,4.0,25.0
199198,6321,5.0,40.0
425677,9946,5.0,10.0
41409,5710,5.0,10.0
166642,8671,4.5,55.0
464080,10474,5.0,40.0
1155210,11623,5.0,275.0
89831,8081,5.0,40.0
31695,1841,4.5,55.0
55225,2521,5.0,25.0
264745,11552,5.0,25.0
37636,1944,5.0,45.0
8688,2291,5.0,35.0
434380,8316,4.5,30.0
111075,4297,5.0,80.0
33443,4841,4.5,40.0
335149,7460,4.0,40.0
1642,76,4.5,30.0
96796,10424,4.5,20.0
24386,5998,5.0,10.0
1541399,12260,5.0,7.0
166642,8247,5.0,17.0
27643,1035,5.0,45.0
134043,4361,5.0,85.0
329119,11065,5.0,90.0
130970,4276,5.0,55.0
78770,3168,5.0,200.0
27678,3994,5.0,4.0
3288,3929,5.0,210.0
186979,12363,5.0,35.0
465056,9221,4.5,20.0
212718,6363,5.0,315.0
108846,7680,4.0,35.0
22015,585,4.5,27.0
91831,6048,4.5,35.0
13933,2316,5.0,260.0
32326,2509,5.0,30.0
24386,3157,5.0,40.0
254061,7123,5.0,45.0
444132,11488,5.0,45.0
621626,10486,5.0,30.0
89831,9549,4.5,17.0
82367,3197,5.0,20.0
24386,3157,5.0,40.0
182358,5351,5.0,175.0
475634,9717,5.0,20.0
27643,1957,5.0,5.0
107583,13186,4.5,60.0
534465,9095,5.0,30.0
204024,8015,5.0,90.0
2586,1233,5.0,75.0
32023,902,5.0,210.0
130819,4977,5.0,35.0
14880,1524,5.0,40.0
24386,3029,4.5,30.0
89831,7286,5.0,720.0
107583,12880,5.0,25.0
121985,7277,5.0,75.0
242161,8102,5.0,30.0
593927,11664,5.0,135.0
432503,8478,4.5,120.0
92641,4943,5.0,25.0
20371,519,5.0,35.0
295978,7115,5.0,30.0
37305,1170,5.0,65.0
53152,1896,5.0,60.0
37449,7821,5.0,15.0
80353,3004,5.0,80.0
642765,10882,5.0,30.0
49304,2319,5.0,45.0
47510,9,5.0,55.0
89831,11386,4.5,100.0
175574,12370,4.5,362.0
696326,9862,5.0,5.0
1589,8,4.5,40.0
124416,11909,4.5,2880.0
24386,2098,5.0,40.0
82367,3345,5.0,75.0
344069,7624,5.0,190.0
156653,4648,5.0,25.0
8688,2068,5.0,110.0
176615,10657,5.0,45.0
29300,1126,4.0,90.0
713116,10041,4.5,30.0
367711,10390,5.0,35.0
154853,10227,5.0,90.0
846154,11710,5.0,250.0
386585,12252,4.5,155.0
41578,1562,5.0,20.0
12118,1998,5.0,255.0
56680,2539,4.5,26.0
1317616,12577,5.0,15.0
58278,2267,5.0,35.0
675214,9785,5.0,10.0
89831,11386,4.5,100.0
35193,2005,5.0,30.0
89831,3428,5.0,50.0
196341,9644,3.5,12.0
29229,1199,5.0,120.0
1347180,11876,5.0,500.0
68460,3188,5.0,45.0
240552,9651,5.0,20.0
185105,5546,4.5,55.0
50509,6006,5.0,1110.0
1762,67,5.0,70.0
242729,6260,5.0,210.0
80353,4231,5.0,89.0
9448,7203,5.0,430.0
89831,11386,4.5,100.0
37305,1457,5.0,15.0
67103,2697,4.5,40.0
210188,8499,4.5,27.0
2310,2749,4.5,190.0
133174,12573,5.0,25.0
253023,11974,5.0,17.0
60575,4131,5.0,75.0
89831,11386,4.5,100.0
242809,7425,5.0,3.0
6258,452,5.0,20.0
425973,8226,5.0,80.0
566626,9558,5.0,520.0
8688,1780,5.0,26.0
49883,2955,5.0,30.0
103876,4751,5.0,25.0
745336,10159,5.0,5.0
34280,1421,5.0,35.0
25455,1036,5.0,80.0
22973,1435,5.0,5.0
24386,3157,5.0,40.0
383346,10527,5.0,37.0
224013,8095,5.0,40.0
58300,4692,5.0,30.0
133174,12468,5.0,15.0
361931,11601,4.5,5.0
108846,5191,5.0,40.0
89831,9592,5.0,124.0
185105,6188,5.0,130.0
461834,11381,5.0,75.0
1375473,12309,5.0,2.0
113941,5699,5.0,60.0
76074,4845,5.0,50.0
22995,2892,5.0,65.0
735713,12256,5.0,25.0
30067,875,5.0,55.0
2009447,13198,5.0,80.0
247473,12255,5.0,50.0
355999,8372,5.0,45.0
100149,2715,5.0,65.0
37636,4592,5.0,540.0
234491,6110,5.0,6.0
52381,2994,5.0,25.0
356024,8791,5.0,40.0
8688,4185,5.0,80.0
237123,6633,4.5,495.0
166642,8247,5.0,17.0
171171,5428,5.0,70.0
36079,1081,5.0,65.0
869184,11603,5.0,25.0
642765,11288,4.5,6.0
58278,2267,5.0,35.0
756031,10161,5.0,50.0
16669,326,5.0,140.0
166642,8034,5.0,500.0
2009447,13198,5.0,80.0
24670,2699,5.0,80.0
138038,5177,4.5,75.0
166642,8247,5.0,17.0
52476,2422,5.0,8.0
68960,6970,5.0,30.0
55225,4201,5.0,45.0
1535,4818,5.0,25.0
111428,7487,5.0,70.0
27783,2536,5.0,30.0
1762,67,5.0,70.0
279357,8476,5.0,10.0
427101,8269,4.5,50.0
150727,7571,5.0,10.0
163441,5068,4.5,15.0
621626,9570,5.0,70.0
884753,13359,5.0,45.0
18391,11218,4.5,25.0
83358,4691,5.0,40.0
22015,2202,4.5,30.0
340776,11764,4.5,40.0
252657,13428,3.0,20.0
172749,12054,5.0,250.0
170423,12556,4.5,30.0
17608,357,4.5,25.0
37636,1921,5.0,28.0
425105,12128,5.0,25.0
67181,2655,5.0,34.0
24386,5586,4.5,45.0
155641,4785,4.5,60.0
35526,2172,5.0,50.0
60575,4131,5.0,75.0
1050273,11377,5.0,55.0
83093,9009,4.5,30.0
44160,1587,4.5,20.0
234491,6110,5.0,6.0
3125,180,5.0,30.0
26041,758,5.0,135.0
250553,6385,5.0,490.0
386585,12252,4.5,155.0
131684,4167,4.0,60.0
298149,6948,5.0,55.0
8688,2182,5.0,2.0
205659,6662,5.0,5.0
149363,6366,5.0,75.0
345597,7597,4.5,30.0
37640,2344,5.0,1.0
134663,5669,5.0,65.0
60901,2312,5.0,5.0
24386,5684,5.0,35.0
41531,3276,5.0,20.0
145352,6382,5.0,60.0
1059801,11282,5.0,33.0
62264,9204,5.0,50.0
1145840,12384,4.0,160.0
38532,1237,5.0,22.0
136997,12925,4.5,55.0
15851,1606,4.5,30.0
1762,67,5.0,70.0
565374,13371,4.5,30.0
168158,5491,5.0,85.0
101732,10360,4.5,25.0
1535,95,5.0,35.0
335149,7460,4.0,40.0
118559,3879,5.0,65.0
5060,1017,5.0,195.0
2773212,13281,5.0,35.0
80353,3192,5.0,27.0
16827,1208,5.0,10.0
8688,1780,5.0,26.0
663997,11512,4.5,5.0
234491,6110,5.0,6.0
86764,6430,5.0,35.0
264745,13431,3.5,60.0
865936,12528,5.0,50.0
25455,2555,5.0,200.0
57437,8685,5.0,5.0
21399,578,5.0,65.0
20754,8533,4.5,65.0
1534,122,5.0,9.0
34146,2965,4.5,135.0
1685802,12642,5.0,25.0
291887,7071,5.0,75.0
993446,13447,4.0,23.0
113941,7120,5.0,30.0
24386,7245,5.0,25.0
276718,10013,5.0,13.0
72386,4288,5.0,150.0
13796,5049,5.0,25.0
284180,8657,5.0,20.0
52543,4409,5.0,30.0
13924,306,5.0,105.0
141293,5062,5.0,135.0
10404,267,5.0,70.0
8688,1131,5.0,21.0
37758,1284,5.0,17.0
61569,10478,5.0,40.0
119466,6154,5.0,15.0
158131,4705,5.0,25.0
